    GV.0	GV.1	MI.0	MI.1	MII.0	MII.1	PN.0	PN.1	CL.0	CL.1	MOR.0	MOR.1	ICM.0	ICM.1	TROPH.0	TROPH.1
MER106A	247	184	224	280	215	104	243	167	211	133	126	108	146	152	122	115
MLT1E2	3473	3508	2887	3207	2701	1718	3381	2878	2922	2319	669	771	688	673	629	749
L1ME3E	3048	2871	3861	3439	3387	1939	3638	2941	3364	2168	1523	1621	1736	1575	1400	1779
ERV3-16A3_LTR	501	526	433	480	360	249	499	425	477	301	107	135	95	128	80	91
LTR1B	1379	1686	974	1102	1001	785	1259	1028	1066	842	238	224	314	259	187	192
BLACKJACK	1343	1301	1057	1196	769	426	731	595	608	495	332	306	382	318	259	365
(CATGC)n	7	16	3	8	3	12	18	10	14	9	16	9	12	23	5	11
L1P5	154	116	233	202	142	71	128	85	118	60	66	70	57	57	49	60
(CAAA)n	525	521	656	530	438	284	515	464	486	335	246	247	304	287	202	241
MER4A	1131	1245	1017	967	945	643	1191	927	938	812	263	257	293	339	221	250
MER51C	1816	1932	1857	1867	1741	1073	2405	1974	2008	1623	75	76	67	48	65	114
MER21A	4499	4763	3559	3878	5027	3056	5206	4380	4565	3406	935	966	1010	994	943	1011
LTR9B	422	483	454	488	373	246	404	376	380	271	190	122	192	197	129	154
L1MA9	10134	9792	10153	10067	9148	5240	9116	7344	7997	5656	2978	2820	3420	3199	2521	3140
(CCCCAG)n	303	390	190	298	297	208	328	297	270	244	76	72	63	71	52	74
MamGypLTR2c	322	296	294	266	236	162	320	245	277	188	92	72	104	67	61	52
MER51-int	794	867	494	631	654	376	586	514	530	377	186	165	221	217	176	152
MER5A1	6525	6649	5508	6409	5798	3758	6699	5563	5638	4417	2263	2406	2562	2593	2063	2532
LTR48	653	660	521	557	440	286	598	500	528	372	120	164	171	149	107	145
MER44B	1374	1551	1037	942	1234	799	1486	1401	1300	1064	501	416	598	631	466	546
Ricksha_b	63	83	94	96	97	62	87	68	96	33	30	22	28	7	20	26
MamGypLTR3	376	396	294	338	242	167	305	243	260	186	76	51	49	91	60	43
MER83	154	187	145	72	173	148	163	151	126	128	96	91	137	150	89	102
MLT1G	1679	1749	1344	1581	1381	862	1750	1369	1390	1135	478	510	604	623	434	540
(CATATA)n	1179	1244	902	980	774	495	1097	1006	995	722	639	697	483	503	617	740
Helitron1Nb_Mam	61	48	64	99	79	45	81	51	63	43	19	35	23	32	25	28
MER115	986	1010	913	857	804	552	902	789	804	571	378	346	429	463	334	360
L3	19751	20397	19684	21149	18799	11844	21290	17798	18313	13402	8332	8563	9281	8966	7866	9270
(CGGA)n	78	138	81	151	114	97	115	80	67	87	61	58	70	68	43	48
(CTTG)n	461	498	402	520	537	365	268	228	224	177	29	35	40	29	23	32
MamGypLTR1d	280	300	205	221	178	119	196	187	169	140	61	76	70	64	49	58
MER57A1	538	532	452	487	395	273	456	383	343	327	222	177	183	201	197	180
Eulor9A	42	55	69	73	39	28	63	53	62	32	30	27	43	22	33	45
MER83C	163	160	72	122	118	77	123	102	82	96	29	15	20	23	15	27
MER101-int	909	829	916	890	763	450	752	634	626	486	245	256	252	274	229	232
LTR16A	5842	6193	4503	5380	5264	3372	5872	4829	4761	3771	918	862	862	915	671	917
HERV16-int	920	913	751	933	708	427	825	755	743	522	262	273	220	228	207	212
LTR16B2	953	1023	872	787	799	577	936	823	751	640	169	156	151	163	118	169
MLT1D	12764	14170	11070	12190	12172	8164	14181	11629	11190	9138	3601	3749	4048	3810	3047	3591
MLT1J2-int	250	257	265	216	192	152	288	217	227	170	89	96	84	93	64	94
L1ME4a	13655	11939	18517	18960	15258	8404	15678	12608	13830	8585	7870	7557	9043	8561	7460	8695
Tigger16a	682	755	604	667	686	421	647	497	537	363	119	115	128	127	111	186
X3_LINE	208	195	241	262	191	135	218	196	194	133	91	105	133	112	99	114
(TATATG)n	1402	1107	1414	1538	1019	593	1159	1040	1148	608	410	435	452	402	347	436
(TCCC)n	308	370	312	484	532	389	569	455	463	341	149	149	215	194	138	150
HSMAR1	1626	1766	1531	1527	1677	947	1577	1357	1263	1039	465	447	510	480	367	428
LTR51	272	363	289	302	305	196	271	199	199	167	115	104	102	113	64	102
Charlie11	124	141	145	102	81	46	84	71	58	62	59	46	84	76	70	54
LTR16E1	1668	1746	1315	1578	1202	843	1579	1268	1248	973	288	327	250	216	238	281
MER76	351	392	271	254	252	156	304	249	233	197	93	84	98	83	59	94
MLT1L-int	33	39	30	24	27	23	32	20	22	18	16	13	10	11	22	24
HERVK22-int	362	416	358	275	359	231	328	298	255	232	217	241	325	353	228	223
MLT1F2	4622	5101	4530	4458	3764	2390	4669	3925	3658	3026	1334	1335	1366	1288	1084	1285
MARNA	1333	1231	1378	1436	1239	710	1298	1095	1078	789	581	629	680	692	625	738
(CATCC)n	31	53	14	34	37	29	47	43	48	23	22	9	32	23	12	16
Charlie25	443	431	588	592	513	357	540	468	462	325	191	176	178	205	139	161
MLT1B	10513	11105	9150	9156	9176	6018	9854	7943	7625	6162	2988	2967	3334	3366	2685	3085
MLT1A1	3280	4055	2825	2866	2946	1991	3857	3090	2919	2453	1214	1207	1384	1330	1091	1240
MER102a	1909	1973	1973	2233	1533	954	1411	1161	1107	885	487	472	502	511	396	494
MER41-int	1577	1504	1295	1334	1420	812	1729	1400	1430	994	571	540	917	931	585	545
LFSINE_Vert	951	1173	862	920	992	700	1509	1225	1149	956	309	299	278	245	344	442
L4	7246	6795	7129	7377	6573	3902	7023	5873	5869	4128	2879	2776	3318	2966	2575	3029
MER39	3971	4250	3219	3559	2788	1788	3131	2495	2523	1810	534	522	579	700	505	600
LTR67B	3554	3331	4257	4348	2878	1764	3283	2952	2801	2017	615	589	693	547	514	641
Tigger5	2165	2357	2417	2455	2114	1251	1857	1542	1537	1082	727	803	801	618	749	835
(CGCGG)n	4	20	10	24	9	10	12	3	7	4	7	5	8	6	10	7
MER5B	10956	10356	9600	10026	9280	5909	11117	9322	9275	6434	3690	3850	4016	4033	3518	4140
LTR38B	533	473	478	433	426	310	603	455	453	352	31	33	31	15	25	24
MER63A	1716	1980	1436	1613	1557	1063	1870	1629	1524	1156	385	385	377	405	314	424
(TGAG)n	145	203	110	130	117	108	154	138	141	84	94	76	107	104	49	110
MER54A	740	882	591	675	843	528	991	810	750	619	181	218	228	199	163	231
MER47A	1726	1550	1941	2017	1432	858	1632	1362	1333	956	846	785	983	829	781	812
MLT1C	13578	14951	12088	14013	12208	8278	14272	11867	10996	8875	3576	3698	4293	3984	3194	3914
MER48	347	449	272	242	328	210	383	304	249	267	48	50	53	78	33	47
(TGGG)n	115	199	91	103	95	92	109	96	84	71	45	30	82	86	27	24
LTR7	5965	8246	4193	4649	4010	2778	4317	3653	3184	2820	1919	1952	2433	2301	1651	1638
MER6	705	803	556	606	621	423	780	639	598	473	230	243	346	270	229	269
L1MCa	4125	4194	4265	4575	4397	2758	5630	4610	4541	3216	1610	1618	1989	1980	1293	1648
X7B_LINE	1766	1410	1991	2058	2129	1145	1943	1585	1615	1060	135	150	111	109	153	169
MLT1I	5187	5563	3971	4462	4148	2744	4458	3653	3382	2721	1441	1408	1494	1482	1127	1351
(CAGTG)n	6	5	0	2	4	2	5	3	6	0	1	4	5	4	8	1
LTR25	159	160	120	135	91	68	132	122	91	98	28	30	13	27	11	24
MLT1E3-int	28	19	9	36	11	7	10	12	5	11	24	19	15	15	12	17
(CACAT)n	73	132	55	38	63	64	96	85	33	96	7	9	2	14	4	0
(CAGAG)n	3	4	0	1	1	0	7	8	6	5	5	2	7	0	5	2
L1M2a	1099	1338	642	827	979	659	1086	903	870	615	141	145	175	147	159	139
L1MA7	5609	5050	6265	6069	4808	2799	4913	3945	3885	2721	1704	1641	2147	2084	1478	1595
MLT1E1-int	2	2	1	7	3	3	2	1	1	1	1	1	6	1	1	1
MER90	804	826	616	589	612	438	567	503	430	362	135	105	127	126	83	109
MER72	621	674	458	421	413	304	582	421	359	372	143	112	185	174	129	130
MER34	562	544	498	400	347	251	471	412	406	253	162	188	227	233	176	211
Eulor8	52	60	53	59	52	41	76	44	57	31	4	12	7	9	0	6
ERVL-B4-int	3661	4056	2537	2642	2431	1782	2756	2230	2062	1607	890	905	913	818	750	996
Eulor4	7	2	2	15	6	7	10	10	14	1	6	0	6	7	4	3
(CCCTAG)n	3079	4654	2261	2716	4485	3387	2906	2341	1830	1954	219	198	107	71	99	195
LTR8A	2616	2781	2593	2867	1997	1379	2532	2123	2000	1404	597	611	624	642	362	575
LTR81A	472	470	418	381	321	228	368	350	308	215	62	86	85	105	51	112
LTR52-int	222	214	133	114	148	87	145	113	111	75	40	43	51	54	40	50
UCON28a	38	48	26	36	28	12	24	30	21	18	23	15	19	14	9	28
L5	338	346	256	212	403	225	302	293	266	167	98	115	169	119	121	120
X6B_LINE	110	107	107	107	121	103	163	115	130	70	41	43	75	41	41	41
LTR39	434	505	457	497	510	355	703	543	474	414	272	243	242	325	238	288
MER50-int	537	652	350	341	403	298	449	375	315	274	120	135	148	152	128	140
LTR33C	533	641	652	562	691	456	804	683	607	459	140	95	154	165	104	139
Charlie4z	4251	4095	3740	3818	3889	2476	4476	3752	3330	2557	1241	1311	1432	1330	1216	1450
ORSL	375	324	368	348	422	192	371	321	246	244	115	89	109	97	75	95
LTR45	193	223	159	192	85	68	194	153	123	122	40	34	24	22	26	37
MER2B	1205	1094	1299	1580	1064	702	979	785	743	515	359	370	475	558	409	448
MER51B	701	783	439	513	382	281	531	515	397	348	118	141	148	104	113	128
MamRep4096	694	598	718	841	590	369	655	534	455	386	100	94	110	140	88	125
MER34B	438	506	379	368	268	178	378	322	281	214	90	96	76	104	122	99
(GGGTG)n	122	111	75	52	130	65	130	115	89	83	10	29	22	31	13	18
MER91A	1972	2233	1296	1463	1503	972	1950	1571	1428	1047	428	441	556	413	381	454
HERVL40-int	1250	1352	919	1261	1038	628	1113	956	819	633	327	374	395	395	375	346
L1ME3A	12004	12202	10457	11286	8578	5499	10489	8617	7642	5737	3587	3613	4263	4098	3440	4030
(CCA)n	1386	1998	1527	1553	2014	1427	1925	1567	1248	1174	311	331	402	382	278	317
LTR2	1047	1086	1211	1362	976	641	1041	846	735	581	202	229	382	337	190	255
LTR16E2	1651	1784	1390	1670	1393	870	1499	1270	1118	810	239	254	271	249	183	244
LTR81B	323	327	299	364	302	169	338	243	244	157	114	113	79	97	125	108
MLT1H	9914	10638	9019	9601	8392	5447	9961	8520	6894	5814	1655	1673	1708	1656	1417	1650
L1M4	9127	8517	12300	12217	13649	7768	13773	11162	9913	7258	4537	4609	5680	5196	4655	5381
MER34C_	388	335	363	277	288	159	373	319	282	195	98	118	100	125	86	118
MER47B	753	803	925	971	782	446	798	617	515	438	207	188	260	239	206	225
MADE1	2603	2780	2787	2995	2335	1568	2999	2542	2034	1713	599	569	591	616	534	679
MER5A	20333	19833	18834	20958	18640	11765	20145	16867	14174	10833	5876	5858	6048	6066	5418	6170
(TCC)n	496	593	515	495	754	484	670	560	444	379	231	238	228	249	274	273
LTR82A	569	520	489	579	512	346	636	461	384	342	126	136	157	165	121	142
(CAGTA)n	2	1	0	0	0	0	3	2	0	3	21	52	13	15	17	28
MamGypLTR1b	2201	2525	3366	3344	1939	1234	1781	1452	1204	937	137	152	134	144	150	180
(ACCTG)n	5	19	2	6	2	7	3	5	2	3	2	1	0	2	2	1
LTR16B	328	397	425	418	354	222	412	328	285	203	74	78	73	78	66	58
MER31B	756	757	955	1053	993	563	1056	879	707	566	244	273	315	298	188	279
LTR16B1	1050	1217	1002	1206	943	591	999	896	673	572	171	180	174	198	166	161
LTR16C	4590	5203	3536	4057	3903	2645	4314	3708	2893	2360	713	729	759	637	539	690
(CTGGGG)n	125	115	95	141	155	106	212	160	136	106	70	72	88	74	55	83
LTR78	3059	3284	2709	2824	2245	1501	2509	2154	1663	1359	521	601	612	586	439	559
Kanga2_a	1743	1645	1492	1769	1897	1268	1937	1705	1329	1018	411	393	531	449	359	448
MLT1E	528	624	580	654	524	371	629	562	461	307	113	159	150	154	99	123
5S	390	352	339	390	412	258	387	325	233	219	179	189	200	157	189	239
MER92C	79	98	90	106	59	29	79	94	78	35	11	29	21	17	18	28
(TTCA)n	1733	1920	1484	1493	1261	765	1532	1218	925	813	308	317	357	361	253	330
(CCCTA)n	2	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0
7SK	132	140	225	174	123	67	149	131	98	79	96	85	63	63	94	83
LTR86B2	71	78	57	46	56	31	65	58	39	38	35	33	52	60	35	55
MLT1J2	4719	5479	4765	4686	4142	2806	4977	4108	3294	2440	867	879	903	793	693	910
LTR12C	33698	43281	24573	27944	32618	22797	35761	29168	21213	19325	4156	4249	3434	3317	3270	3934
U13	4	7	10	4	9	1	3	4	1	3	1	2	1	2	0	1
L1M3b	417	398	389	327	319	194	363	285	250	155	60	72	58	82	52	69
MLT1L	8483	9175	7286	7826	5980	3865	7840	6585	5117	3882	2385	2405	2510	2311	2393	2910
MLT1H2	5590	5931	6050	5944	5905	3903	6206	5415	3884	3335	693	633	854	678	556	705
MLT1F-int	667	731	675	814	559	373	552	466	351	279	132	142	174	124	117	153
(GAGAA)n	733	965	319	359	180	158	327	249	196	157	15	8	4	1	3	11
LTR15	122	162	255	257	420	225	395	375	249	223	54	36	75	63	45	50
MER31-int	1582	1577	1359	1569	1229	693	1410	1171	861	715	377	330	510	528	308	363
LTR85a	975	1014	897	903	1123	684	1266	1034	856	550	206	197	181	194	188	153
LTR16D2	447	455	416	393	510	340	607	564	392	320	46	45	39	39	32	38
(TCCCC)n	293	291	245	232	198	133	239	214	164	111	77	78	127	102	69	92
LTR33	11798	13008	6932	7570	9865	6617	9279	7740	5579	4682	1180	1343	1347	1260	1118	1302
MER107	590	621	302	349	280	168	269	222	159	136	64	72	96	69	57	82
MER61B	320	327	316	384	319	235	354	293	189	197	61	75	82	107	75	58
(CTAGGG)n	171	193	69	90	166	130	155	102	86	67	10	14	14	12	13	6
HERV4_I-int	849	931	510	557	443	284	487	375	293	224	106	101	105	95	72	90
LTR53	694	799	522	532	462	342	589	507	388	266	107	109	82	98	87	106
PRIMA41-int	756	805	721	698	733	496	854	765	519	437	173	153	244	255	138	161
MER67D	568	526	490	444	461	249	504	438	362	200	64	83	59	33	31	60
MER34B-int	478	499	568	415	346	188	494	429	293	249	130	149	180	138	108	111
MER58B	5194	5405	5454	6123	5242	3171	4655	4049	2978	2152	1496	1533	1773	1800	1495	1770
MamRep1527	775	745	822	797	720	438	803	670	495	369	119	130	168	149	78	136
L1M3d	462	479	750	772	352	222	354	316	218	174	66	74	69	68	63	89
Tigger4	2391	2532	2408	2561	2340	1318	2534	2110	1462	1228	578	576	634	666	446	534
GSATII	1384	1568	1127	1289	1329	930	1701	1382	1058	734	80	102	47	35	59	110
Charlie10	997	991	1354	1406	878	551	930	808	588	423	237	209	230	178	201	250
PRIMAX-int	401	344	229	276	423	196	342	272	193	159	69	58	65	88	67	54
MER83A-int	35	38	20	46	31	15	56	41	31	24	24	15	29	16	11	22
Tigger16b	2190	1962	2276	2472	2627	1490	2777	2294	1699	1209	236	241	231	236	198	297
MLT1G1	3131	3444	2517	2639	2981	1800	3595	2989	2141	1617	552	640	676	634	454	677
UCON17	9	16	13	15	11	3	18	17	19	1	1	3	5	0	0	2
Tigger10	863	939	722	748	526	253	796	679	501	339	242	261	363	328	280	291
(CACGC)n	11	41	17	8	29	10	20	28	2	23	4	5	2	4	2	0
MER89-int	402	363	316	390	348	149	402	392	241	202	84	86	107	109	85	83
LTR18B	642	871	394	389	361	262	490	414	272	228	55	72	75	72	66	62
MLT1N2	4102	4145	3370	3728	3660	2315	4023	3184	2215	1766	782	733	811	784	651	817
HERV1_LTRc	97	95	133	130	105	67	117	81	63	45	5	6	2	2	4	0
(TATTG)n	53	76	46	40	47	31	51	23	20	19	15	20	18	13	20	22
LTR22C	594	717	305	355	374	295	438	335	248	171	119	101	174	209	94	123
LTR23-int	185	156	232	201	177	93	170	164	132	50	41	40	30	30	30	39
MLT1E1A	5568	6520	4301	3975	3275	2186	3962	3348	2224	1650	520	560	614	605	507	605
Eulor9C	58	45	52	42	50	29	43	44	30	16	13	6	20	7	4	17
MLT1-int	664	685	491	425	367	211	371	312	215	146	55	32	49	39	25	36
LTR88a	574	612	376	402	450	279	600	512	303	278	83	60	94	56	63	85
MER121	587	445	775	771	586	337	510	360	285	171	42	61	65	57	28	63
MER89	2119	2215	2316	2342	1894	1264	2457	2067	1444	939	243	272	215	253	195	270
LTR14B	1148	1364	774	855	931	659	1153	998	572	547	95	88	86	88	88	106
MADE2	1162	1016	964	979	802	506	1010	883	555	433	296	313	375	327	246	335
HERV17-int	9656	11175	5387	6606	5665	4064	5132	4170	2641	2178	718	645	866	848	542	744
MER97d	90	106	101	112	87	38	80	80	46	37	36	31	35	39	29	60
MER45A	2730	2983	2916	3259	2529	1639	2381	2085	1312	1007	365	320	344	316	286	386
MLT2E	377	419	360	387	340	241	406	370	222	180	42	34	61	54	45	41
MLT2F	2185	2360	1891	2133	2128	1419	2413	2069	1226	1085	285	253	296	290	253	277
LTR18A	370	478	241	191	233	178	280	270	143	140	39	30	45	30	30	51
(TAG)n	144	152	215	205	170	101	193	167	103	82	49	69	63	46	49	59
MER45R	514	454	565	532	466	260	488	434	272	200	67	77	68	71	75	76
LTR84a	334	287	434	345	152	100	306	229	178	95	96	94	127	96	100	89
LTR48B	797	865	709	744	689	445	818	771	459	349	238	208	265	205	167	213
HSAT4	319	343	170	336	180	141	177	124	82	67	17	26	0	2	2	13
(CAATG)n	22	19	8	20	19	8	10	14	11	1	0	1	3	0	0	2
(CAGGG)n	298	321	193	287	316	250	335	252	147	143	233	256	148	195	246	276
LTR16A1	3986	4285	2867	2914	3142	1994	3372	2727	1734	1306	328	314	324	313	238	350
MLT2B2	2061	2267	1709	1781	2157	1533	1985	1621	1019	767	252	263	327	297	299	286
MER73	575	629	378	405	575	388	761	678	369	340	36	43	38	39	21	41
(CAG)n	1152	1223	881	1209	1444	1029	1720	1498	834	751	581	608	246	322	698	768
MLT1E1	1139	1194	905	857	1148	714	1428	1210	757	546	182	234	227	191	194	180
MER84-int	103	98	59	109	98	65	130	93	69	40	19	21	23	31	14	14
MER41B	2240	2242	1847	2030	2155	1258	3085	2661	1681	1133	628	664	682	722	442	640
(CGATA)n	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Arthur1C	228	189	221	232	394	243	389	316	227	108	60	69	85	58	54	68
(CGAGG)n	0	1	0	0	1	0	0	1	0	0	3	0	2	6	0	3
MER74C	484	595	289	388	235	171	341	279	150	137	49	45	56	61	40	39
AmnSINE2	464	403	444	425	411	268	471	352	218	163	25	24	33	42	38	31
MER95	60	44	106	131	114	67	99	73	50	29	25	36	27	28	19	22
HERVL18-int	1660	2122	886	874	1108	777	1370	1187	729	449	117	124	151	136	83	116
MER4D0	780	811	578	506	635	387	822	628	374	285	108	118	137	121	95	123
LTR7C	2855	3562	2243	2496	1707	1186	2397	2066	1075	949	255	295	312	325	205	194
PABL_A-int	937	797	891	979	784	450	920	687	422	304	187	176	195	227	190	200
LTR1C	1739	2141	860	1131	901	676	1350	976	536	494	58	69	106	101	61	84
MLT1E1A-int	106	131	169	99	112	65	169	123	84	45	32	33	32	14	38	53
LTR12E	273	346	279	294	239	160	351	315	163	131	43	47	45	21	37	18
LTR3B	554	608	456	507	421	366	558	496	236	228	62	58	70	70	44	50
LTR80B	525	460	765	755	540	334	455	401	242	137	41	55	68	47	59	52
L1MEg2	917	748	731	859	1138	685	881	754	427	287	184	179	190	171	152	214
LTR40A1	365	367	265	256	372	202	292	236	129	99	58	39	47	59	43	72
(CGAGA)n	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MamRep564	883	886	778	829	832	511	878	721	332	349	83	79	76	75	38	83
LTR76	707	740	757	885	1019	644	811	704	334	314	331	300	226	268	373	405
LTR14A	213	259	147	97	119	78	172	125	60	64	24	18	17	24	6	24
UCON24	11	7	5	0	1	0	2	4	2	0	4	3	0	0	0	1
LTR50	2933	3096	2598	2895	2475	1712	2965	2514	1309	959	351	402	442	440	338	415
MER67B	5860	7103	4706	5312	4951	3389	6430	5307	2551	2227	149	163	134	147	122	218
MER50	6050	6901	4862	5092	5555	3714	5891	4947	2346	2051	578	506	495	481	416	451
UCON5	137	95	69	88	128	91	163	168	73	61	9	8	6	11	3	18
LTR40a	3546	3861	2343	2219	1941	1230	2333	1995	1026	737	311	332	405	427	349	334
MLT1K-int	740	837	289	369	733	487	1061	821	454	302	26	16	32	21	15	34
LTR88b	2167	2091	1960	2086	2238	1290	1655	1458	752	499	182	189	180	164	153	155
HERV1_I-int	703	649	760	978	787	454	649	604	248	244	26	30	49	54	45	60
LTR22A	630	710	308	285	446	349	580	506	206	217	41	51	57	56	26	47
(CAAGG)n	9	6	2	3	10	7	5	9	3	2	2	0	0	2	0	2
LTR26E	290	319	271	376	254	161	349	326	149	115	54	59	63	74	37	67
MER20B	7631	7252	6639	6934	4653	2760	6926	5830	2857	2133	987	964	1184	1078	933	1039
MER57-int	3315	3196	2209	2212	2294	1364	3025	2508	1231	916	307	404	559	567	398	425
LTR1D	2090	2615	1424	1819	1547	1174	1908	1593	759	589	189	210	240	188	156	234
MamRep1894	694	765	497	644	678	419	873	741	345	274	160	142	171	174	157	197
LTR45C	1955	2100	1345	1782	2098	1475	1957	1604	805	543	101	70	82	62	106	110
LTR32	3828	4465	3316	3844	3289	2513	4778	4167	1756	1576	218	189	255	221	161	187
MLT1A-int	1413	1361	1458	1572	1285	834	1418	1163	461	483	86	72	57	76	59	93
HERVK14-int	2330	2482	1307	1402	1398	826	1769	1606	686	557	151	154	123	87	106	166
TAR1	1643	2211	1334	1712	1692	1266	1455	1222	544	432	49	65	29	34	21	43
HSMAR2	4414	4241	4113	4513	6463	3691	5010	4307	1958	1376	553	521	716	695	501	560
MER11D	635	821	539	489	334	222	466	352	170	120	40	39	46	49	15	19
(TAAAG)n	20	20	11	9	13	10	14	10	6	2	1	3	3	4	6	2
Eulor1	17	25	19	25	13	8	29	14	6	8	7	5	8	1	1	4
U3	104	139	100	104	72	42	171	124	59	43	35	27	50	46	21	42
MER75A	107	84	73	82	119	65	118	92	41	30	18	16	18	11	23	15
(CATAA)n	54	52	47	52	47	48	61	46	25	11	4	3	11	9	3	3
MLT2B5	1157	1312	749	743	1046	628	1256	1084	386	381	46	63	56	87	51	82
L1P4a	2477	2151	2293	2341	2757	1481	2978	2593	1029	798	141	144	131	121	78	179
UCON20	11	9	21	6	3	1	1	7	2	0	3	1	4	0	2	3
(CAATA)n	252	366	198	236	379	238	328	303	94	103	7	10	9	9	12	16
HERVS71-int	16869	17863	18242	18362	19721	12596	20727	17304	6529	5212	357	366	453	477	244	421
MER66-int	3084	3075	1487	1454	1452	894	1947	1706	631	494	127	132	171	197	129	120
(GGAGA)n	79	76	86	72	92	62	101	95	38	22	1	9	2	8	4	6
(CATAG)n	0	0	13	2	0	0	2	0	0	0	2	4	20	6	0	1
MER51E	3135	3690	2939	3668	3805	2731	3896	3029	1123	984	45	55	59	59	52	66
LTR6B	1801	1851	2124	2097	2016	1308	1789	1580	571	450	124	109	210	172	123	165
(CCTAT)n	36	53	23	31	37	35	37	30	11	8	7	0	7	1	3	3
HERV1_LTRe	49	56	27	26	35	26	45	40	18	7	4	2	0	2	2	1
LTR72B	273	338	161	159	166	101	401	300	117	90	30	22	22	22	21	28
LTR17	17455	23443	10171	11950	10475	7634	9582	7945	2719	2443	508	500	694	597	443	588
(ACTAG)n	1	0	0	0	2	0	1	2	0	0	0	0	4	0	1	0
MER44A	1062	1037	2811	2717	4427	2485	4170	3464	1073	921	540	533	573	649	585	574
(TTAGGC)n	209	277	165	198	178	124	160	162	38	43	38	48	28	32	55	62
U4	37	40	79	82	42	24	116	89	36	14	5	10	13	14	6	5
MER68-int	6329	6401	4106	4317	4260	2587	4798	3987	1157	955	285	285	222	246	240	320
(ACTG)n	161	190	126	123	135	93	137	123	29	28	2	2	1	4	6	6
UCON19	0	2	1	0	1	1	1	2	0	0	2	1	0	0	6	1
(CTCGG)n	3	17	4	13	12	9	14	15	4	1	1	4	9	8	2	2
HERV1_LTRb	1	2	0	0	0	0	3	2	0	0	1	1	5	2	1	6
UCON18	7	5	4	3	12	3	13	13	1	1	0	0	0	0	0	1
