Gene 	gene.1	Gene.2	  Oocyte	 Zygote	2cell 	4cell 	8cell 	Morulae	Blastocyst	hESC.p0	hESC.p10
L1MB7	LINE	L1	407.0024994	646.9663888	471.3913593	445.6848857	501.0408264	428.3345071	221.9057118	385.4210645	498.7388808
LTR81C	LTR	Gypsy	2.428986269	2.04061876	1.915163344	4.119409996	6.923816806	3.596172521	2.661709119	3.178196587	2.641716671
LTR38-int	LTR	ERV1	0.033225935	0.084800341	0.173760401	0.471985008	1.161777237	1.146270653	0.241519938	0.172637201	0.625335445
Helitron1Nb_Mam	RC	Helitron	6.717722806	3.10996789	2.615915377	2.489451225	3.308376751	2.819265787	1.147587857	1.74461422	2.659582207
LTR5A	LTR	ERVK	4.68652981	7.822282169	5.043327597	9.760429442	14.0568207	18.24990566	4.17291462	18.52037049	12.44308618
LTR5B	LTR	ERVK	4.918234666	4.470582999	5.033537261	8.795597915	35.10572695	52.85742937	24.01245349	50.78142165	24.75266334
LTR81B	LTR	Gypsy	4.441193202	3.868853087	3.034269495	5.077363645	3.502822747	6.013184671	1.125623652	2.63178123	2.095595711
BC200	scRNA	scRNA	3.236290558	2.726320998	3.468756299	1.534334781	2.011824205	5.990414464	3.20996401	2.335754373	4.03025317
U17	snRNA	snRNA	0	0	0.043916284	0.035575881	1.302230595	0.850613268	0.115280235	0.271270163	0.892547591
LTR81A	LTR	Gypsy	23.87462885	23.42766381	24.79890156	15.43109312	11.83808052	4.856107437	5.294714065	7.908921663	6.909978961
LTR28B	LTR	ERV1	6.612609206	5.716561338	4.906953396	5.350504137	2.926158672	4.008442672	2.494115974	1.218849845	2.206992426
LTR28C	LTR	ERV1	6.589477244	29.15259029	21.10790168	37.34013175	15.64951194	11.73272874	4.477487573	8.573656265	8.696971972
LTR104_Mam	LTR	Gypsy	46.2224829	67.77052165	35.23996968	66.64614508	21.93662248	18.42411704	8.776030405	13.57068527	13.7668829
Tigger17	DNA	TcMar-Tigger	0.568149987	2.483924607	1.64937044	1.712717411	2.725015358	2.646244886	1.19432963	1.763516866	0.872073245
Tigger10	DNA	TcMar-Tigger	54.6520597	39.79395342	32.29707923	39.04693993	33.49312068	25.50867483	52.38353139	101.5446464	77.04450211
MLT1F2-int	LTR	ERVL-MaLR	1.343266222	1.122435668	0.778965264	1.782606166	4.717357049	4.120910149	0.977781204	3.485901617	5.903326518
Tigger12	DNA	TcMar-Tigger	72.45808634	37.29249764	26.71562649	34.50882936	19.12859446	19.75961974	12.94124466	31.90227333	27.14673288
MER4E	LTR	ERV1	7.617488867	12.59923116	13.75765431	13.34048965	16.21915919	21.64124515	5.490344356	15.40116241	24.84926018
MER4D	LTR	ERV1	24.35913883	30.32749403	28.17827949	40.74873541	26.78834472	15.32139844	2.985438241	12.06113438	22.16109832
tRNA-Ser-TCA_	tRNA	tRNA	0	0	0	0	0.051622042	0.038427526	0.023573329	0	0
MER4A	LTR	ERV1	14.04417929	15.87132056	16.79707293	14.91319355	31.61343209	19.87129965	19.11613502	31.47916985	28.94141064
MLT1E	LTR	ERVL-MaLR	33.60737965	23.15262327	20.66973602	21.13827396	13.16290913	9.630413098	0.936663483	2.358359729	5.230016896
MER4C	LTR	ERV1	3.191724875	5.501585994	5.150728353	5.076362857	5.084616527	3.520933581	1.832060734	4.480444327	10.42215848
MER4B	LTR	ERV1	11.68500168	21.85220259	16.61166104	24.49227099	24.46106642	30.30529243	12.05673701	12.11797651	17.2382557
MSTA-int	LTR	ERVL-MaLR	1.889053464	5.058683569	5.527637189	11.40313476	31.41219624	25.6635365	15.78102731	116.8929603	78.82498989
MLT1J2-int	LTR	ERVL-MaLR	5.145083609	7.632630881	6.114477663	6.942063342	10.26265169	6.138381443	2.031844924	2.816960903	3.350355295
MLT1D-int	LTR	ERVL-MaLR	7.119296184	5.581008487	4.982295094	12.1352382	9.016128539	10.45625905	9.985042297	20.38593013	12.82523916
HERV-Fc1_LTR1	LTR	ERV1	0.05232916	0.318677342	0.129775488	0.046069463	0.418819188	1.07826972	0.278129226	0.007112088	0.016580822
HERV-Fc1_LTR2	LTR	ERV1	0.012876891	0.07836271	0.026442487	0.041525864	3.180063079	0.293160077	0.003109605	0.004884198	0.001633634
HERV-Fc1_LTR3	LTR	ERV1	0	0	0.003861639	0.001768381	0.214006504	0.149286964	0.063326277	0.004884198	0.045093603
MamRep1161	DNA	TcMar	0.013698486	0	0.017985709	0	0.130225059	0.089088706	0	0	0.002613164
MER6	DNA	TcMar-Tigger	55.2901726	21.34107066	21.25402157	29.81351869	21.35895643	12.8616936	3.072064293	13.19184681	12.87498137
LTR80A	LTR	ERVL	2.097791653	0.812386449	0.879613017	2.06604933	1.433080371	1.152651231	0.066350291	0.418412183	0.717352479
LTR80B	LTR	ERVL	2.806367097	4.962929825	2.469578871	1.737587962	3.692802461	5.147460033	0.526588785	3.581216119	3.546394793
HAL1	LINE	L1	926.5763976	898.1596433	693.9366622	590.4456592	546.1367881	451.4696613	237.0432942	412.4993456	536.7182956
MLT2F	LTR	ERVL	44.98633091	51.94566611	44.11538732	56.75513197	56.07802669	30.79100892	15.6033465	15.96005672	24.53018057
MLT2D	LTR	ERVL	82.69681672	168.5657512	337.8506733	145.4119888	70.04331234	43.68400076	18.24771034	35.96162171	39.6202414
MLT2E	LTR	ERVL	41.43702322	24.13195891	22.80008309	33.37693829	10.82156436	3.065624524	1.546905395	2.043535152	1.123703145
GSAT	Satellite	centr	0.647426418	0.254944037	1.318184805	6.331646843	0.92990392	1.422643269	0.001055617	0	0.08324334
MER34A	LTR	ERV1	13.70658141	34.76560013	31.90200128	23.26280556	14.83928372	12.72204821	3.521592625	12.55069818	12.99674991
HUERS-P1-int	LTR	ERV1	5.512922055	4.513813918	3.591799176	7.199419356	11.41009147	15.60739744	3.999934449	116.1316871	64.22592524
MER34C	LTR	ERV1	0.16655252	0.307111128	0.227751207	0.83473701	4.265265718	12.2764799	0.695249503	2.185500572	0.955541189
Charlie1b_Mars	DNA	hAT-Charlie	0	0	0	0	0.030602812	0.303822569	0	0	0.00874673
Ricksha_0	DNA	MULE-MuDR	24.71925278	31.67638463	8.654185869	15.65153447	5.360539501	3.274037321	2.163335133	3.379386397	4.050967337
ORSL-2b	DNA	hAT-Tip100	5.766808575	7.010938396	5.299955898	8.002220645	8.060321326	7.802039553	1.891140395	5.280510449	6.705349405
DNA1_Mam	DNA	TcMar	0.358409122	0.214484628	0.208387283	0.721580734	0.831231495	0.978729725	0.589150047	1.27964382	0.879368448
PrimLTR79	LTR	ERV1	0.713325313	0.539163251	0.79291526	1.122832504	1.880093826	1.936842081	1.643877099	0.860877593	0.680680467
LTR57-int	LTR	ERVL	1.863554415	3.051599072	4.959862241	6.115755688	8.826505337	9.086706056	8.389925677	11.0051905	1.823526771
LTR8B	LTR	ERV1	85.35786526	26.72036885	26.7144734	31.77434409	44.48331237	44.22913237	10.73637058	28.31294212	21.41914432
LTR8A	LTR	ERV1	28.6319654	46.01744424	41.83614281	28.51080908	23.12644278	14.53344391	8.674888048	14.80137509	17.11756361
Tigger12A	DNA	TcMar-Tigger	45.56861658	26.54460625	19.13273206	8.682139347	9.449859004	7.2411209	4.425784234	8.272432155	9.619582142
L1ME4a	LINE	L1	955.3667702	888.0823937	685.5959787	569.7064813	605.8714759	532.3505331	435.1508526	696.8360637	693.3702893
L1ME4c	LINE	L1	228.6752257	274.1162373	184.8875557	147.9281598	139.4630791	106.4256185	71.68196904	124.923681	144.3691768
L1ME4b	LINE	L1	499.385287	473.0647732	388.1623705	391.9352354	470.2564623	290.2302887	151.4926009	286.7627316	330.9964301
LTR89	LTR	ERVL?	43.86866694	67.38213257	50.82411599	43.95842048	10.35523971	12.65512727	4.162439497	13.68057205	9.665826219
tRNA-Leu-CTY	tRNA	tRNA	1.069798539	0.489489154	0.731672367	0.816104857	0.579662081	0.29022019	0	0.063494577	0.038476133
LTR87	LTR	ERVL?	23.05759002	9.118274169	5.941058921	10.05298886	14.7212698	11.96086569	6.814476881	10.55468507	14.24775294
ORSL-2a	DNA	hAT-Tip100	4.050983662	2.942639252	2.405505051	3.776852106	2.98383834	1.142175026	1.103249728	0.956715008	1.147031733
LTR83	LTR	ERVL	3.93233415	7.18736537	3.377224388	4.790108245	7.751857743	11.58929414	6.225695303	8.571366055	6.431905321
LTR81	LTR	Gypsy	3.19312492	3.698264292	2.179013066	2.647719015	1.500496182	1.49909422	0.175096263	1.121661196	1.646138638
MER65D	LTR	ERV1	5.499564457	4.762088559	4.50633871	6.315829999	8.95463817	7.963590464	2.776245074	10.71200813	7.043204436
Tigger3b	DNA	TcMar-Tigger	99.00177237	81.40568342	76.73714608	79.26293247	148.5801073	182.1844575	115.5476877	160.5173455	195.7683414
MER57-int	LTR	ERV1	256.8076218	150.0431042	127.3407662	122.547981	83.6491352	42.22133733	11.33530638	25.31078186	22.85870157
Charlie17a	DNA	hAT-Charlie	20.89467571	12.98103013	9.401882645	17.92727247	14.1806726	10.65633391	8.985392644	41.50226591	29.8048713
Charlie17b	DNA	hAT-Charlie	8.845221987	5.369329232	3.282642684	4.729166355	4.409340541	3.929863986	1.785462046	4.452540186	4.535237593
HUERS-P3-int	LTR	ERV1	15.32934244	15.35673309	7.950773027	15.50480538	10.25861958	19.51971227	12.19802411	15.53157136	13.14682327
MER34-int	LTR	ERV1	3.854286413	3.451146415	3.051009692	5.445000414	8.245059013	8.317072954	13.70190505	15.86432275	12.33841326
Eulor8	DNA	TcMar?	2.093941183	5.154834724	3.066064684	4.212917306	1.438453567	0.389829965	0.002242614	0.204438814	0.033123018
MER54B	LTR	ERVL	5.066232787	3.512199643	4.312592837	3.613950857	1.795232975	3.513074385	2.58301254	1.389678787	3.212525431
7SK	RNA	RNA	10.70590776	9.45948843	7.919858029	9.821971238	14.89633967	6.996050187	3.246447972	8.60804043	16.42665827
Eulor1	DNA	DNA	0.704287775	0.644094814	0.495668197	0.341249079	0.093863199	0.166943895	0.103674965	0.037599996	0.00576158
Tigger17a	DNA	TcMar-Tigger	35.03083463	38.14314493	29.55309277	37.01070811	39.36632993	38.49526799	17.57357866	30.52482522	29.92331033
HSATII	Satellite	Satellite	0	0.022455565	0.004624861	7.274386883	6.757954892	10.59636272	0.066913152	0.245587692	0.209429451
L1M	LINE	L1	3.211675167	3.365759509	2.195242105	2.735369863	8.925184257	9.148113495	4.233926207	9.723383773	10.82123124
Zaphod	DNA	hAT-Tip100	38.0360474	24.81787222	14.46198372	20.32054281	14.58788263	13.44338573	4.239512551	10.75300808	5.959185076
Tigger18a	DNA	TcMar-Tigger	31.50590097	18.06546903	14.16205412	15.89784633	25.45144802	12.56859198	11.79905716	29.48806424	16.29599084
tRNA-Arg-CGY_	tRNA	tRNA	0	0.042284287	0.009263733	0.067324261	0.189983988	0.191940658	0.050900894	0.126989153	0.008335223
Tigger3	DNA	TcMar-Tigger	16.84482347	16.34669059	12.35830635	16.95914387	37.47346874	37.86988825	15.82851565	21.82059756	27.0464884
MLT1I-int	LTR	ERVL-MaLR	3.029730027	3.972066438	3.284085553	9.197512132	10.76042479	10.77505854	0.688289925	3.445007924	2.331526679
MER4B-int	LTR	ERV1	12.96794648	14.61968944	11.62606639	18.44342744	36.60648632	16.37477788	13.5209054	19.17982524	20.42903679
LTR106_Mam	LTR	LTR	3.573152996	3.732837836	1.849582121	2.637548106	3.868098871	3.967536721	0.293685126	2.443783705	2.350195203
X6B_LINE	LINE	CR1	2.54228199	4.612438695	2.661807309	4.275466135	2.189298542	2.185618945	14.51211086	5.388587306	3.972975205
MLT1A-int	LTR	ERVL-MaLR	2.210927568	9.252272849	6.368665809	9.752934285	11.86758007	10.15223986	2.86115472	5.507880304	3.300508668
tRNA-Ile-ATC	tRNA	tRNA	0.88954615	0.288261769	0.239219432	0.123687289	1.209914746	0.049058275	0.164687004	0	0.120647795
Eulor11	DNA	DNA	0.14827089	0.334152262	0.169364237	0.430707541	0.206914252	0.040904351	0.001161731	0.083031369	0.009454904
Tigger5	DNA	TcMar-Tigger	14.43969306	23.21516622	17.67894184	28.00644655	34.00308432	34.79973392	23.32789584	28.60386999	21.05034535
MamGypLTR1c	LTR	Gypsy	7.13005333	8.220158246	5.033850864	7.716071085	14.69534896	12.91275502	1.826766121	5.143956418	5.394979518
LTR48B	LTR	ERV1	54.92171397	79.3936128	60.94454729	71.054505	124.8299772	60.94453302	6.731379764	45.06368593	41.06716562
Tigger4	DNA	TcMar-Tigger	104.4858459	105.3272682	79.45219955	139.612293	66.96894165	40.55219802	19.46014736	24.10480467	31.8232897
tRNA-Ile-ATT	tRNA	tRNA	0.11422336	0.070945716	0.13690287	0.1133564	0.195208826	0.065199604	0.205644927	0.559554597	1.515935697
MSTD	LTR	ERVL-MaLR	56.99730212	57.94703577	54.57794298	80.38085479	94.94019462	86.02888925	32.73393804	57.405622	62.44951889
LTR12	LTR	ERV1	116.0956799	112.3302175	142.6050518	119.3797765	87.57545994	82.38611328	8.42120287	12.37090247	14.20617814
LTR13	LTR	ERVK	5.060401008	9.820132801	10.86714336	14.18129613	56.84114334	47.27827086	31.5958335	42.54508697	34.6781686
LTR14	LTR	ERVK	0.281174632	1.334241154	1.273641354	2.063570777	3.488886648	3.483720042	1.877225118	2.964624414	1.329650033
LTR15	LTR	ERV1	7.147602758	10.80559068	10.16813096	10.61509331	11.48236228	6.013556434	4.708348032	6.918684693	7.312593105
LTR16	LTR	ERVL	52.07295789	61.59563792	50.691761	54.49863648	43.28710313	28.32611078	8.187927923	17.02383053	14.64408386
LTR17	LTR	ERV1	245.721096	296.5443471	431.0907048	217.5429724	75.18577633	41.48156292	35.00320382	43.57064979	76.34283703
tRNA-Leu-CTA_	tRNA	tRNA	0	0	0.004496427	0.03184912	0.045629619	0.061337934	0	0	0.033048572
MER5A1	DNA	hAT-Charlie	256.8611116	255.9527543	227.1124016	242.9302231	173.3090737	114.4731488	63.93046072	159.0107774	171.7426697
LTR78B	LTR	ERV1	77.2274087	85.15505914	84.40143532	84.57974021	54.03055783	39.48825414	5.482842666	7.522348585	14.21501188
MER97d	DNA	hAT-Tip100	1.73617119	3.2215253	1.029210358	1.698807146	1.393346155	7.632430344	0.091328754	1.69386384	2.409631996
MLT1I	LTR	ERVL-MaLR	240.347415	178.4734063	145.311625	172.8488893	106.6521713	82.05867555	41.30372808	54.69644005	68.94754592
MER9B	LTR	ERVK	0.331808272	0.330777822	0.37975074	1.506006375	8.875927172	6.43453763	0.7927779	1.725431864	0.545015432
LTR51	LTR	ERV1	1.278614531	2.795032671	2.126404509	8.74257816	3.758403831	3.366877728	2.662461859	1.813246342	2.124338305
X7C_LINE	LINE	CR1	7.006396447	10.78902673	7.40986791	9.846767734	7.514284366	3.456204613	1.102692613	3.970587712	4.743820795
Merlin1_HS	DNA	Merlin	0.436043749	1.048197063	0.694273273	2.40768525	1.521694953	0.549351968	0.92663991	0.053125837	0.414504983
MER34B	LTR	ERV1	16.97921484	16.87949776	14.54711702	11.29770677	68.40469503	14.99899527	2.690772975	8.180243171	7.108316607
LTR40A1	LTR	ERVL	13.57825523	5.839420003	4.369409734	9.28372952	5.243228765	9.567098495	1.346303326	3.579479955	5.67132273
LTR41C	LTR	ERVL	4.274270172	4.942719121	3.349145898	5.902415016	9.739288887	5.825379101	3.815077328	9.031241859	16.55794733
LTR41B	LTR	ERVL	143.8010507	47.75967284	41.6387477	37.83916306	26.66544169	16.48610527	100.7715745	40.748518	41.418246
Kanga2_a	DNA	TcMar-Tc2	13.50893567	17.2194359	11.38594623	15.51888323	27.51251024	23.39986432	6.49827657	16.56712336	23.43912558
LTR29	LTR	ERV1	7.547788592	9.588717	9.065215121	15.11697318	28.82628173	17.73188303	8.684918814	11.78589976	8.617620081
LTR14C	LTR	ERVK	0.074321392	0.602424275	0.174497151	0.914123425	6.378082977	8.04650017	0.782152611	3.172906846	2.308644713
LTR14B	LTR	ERVK	38.38109567	107.3229402	118.1172258	66.41758314	27.52038275	12.16292764	3.536871725	5.698605884	9.814323199
MER101B	LTR	ERV1	2.974909227	2.40806157	2.124723682	5.047903311	5.543716171	2.741583355	0.093931691	1.125970514	0.215359046
MSTB1	LTR	ERVL-MaLR	36.14111359	48.2320426	46.65326564	54.5508151	93.41497828	53.7285247	15.47389709	45.21226709	58.56367662
LTR103b_Mam	LTR	ERV1?	9.149303993	7.024258755	5.394773936	6.405831778	2.556806048	1.32698529	1.591902487	2.10732802	3.265900685
AluYk11	SINE	Alu	100.4510775	79.24040462	96.33177576	67.3904712	107.1532676	115.5007389	82.87096134	90.09720687	102.8477058
AluYk12	SINE	Alu	92.22478868	71.3834031	93.51848313	52.96126268	109.835464	120.7520485	90.26326482	101.1451656	109.237595
LTR33B	LTR	ERVL	42.30053252	33.73101951	24.9454873	49.47481322	37.06327292	23.98122921	23.82954955	20.12141554	16.89467389
HERVE_a-int	LTR	ERV1	36.85759839	15.4268001	22.14399621	16.56575988	14.11178863	9.592098786	10.85470975	7.603814586	6.384896602
LTR33A	LTR	ERVL	24.91713374	30.00539042	23.90532992	23.88867216	20.41005323	15.4765839	9.538232517	16.95996923	19.25175696
U14	snRNA	snRNA	0.453977574	0.193783207	0.091398155	0.896884226	5.084789546	2.976180463	0.961899799	1.573511728	2.220770145
LTR105_Mam	LTR	ERVL	31.84373001	26.60681952	36.46975243	30.22214321	15.04025227	7.292368631	1.521164073	4.648073343	1.51191702
Charlie23a	DNA	hAT-Charlie	10.44130303	8.848511574	11.18932508	13.78340995	20.31916876	11.89298402	4.353281719	12.37314298	21.02262083
Helitron3Na_Mam	RC	Helitron	10.19792913	19.1165736	16.79219057	18.3119609	12.96415866	6.164044809	1.974562688	6.504288305	7.806661869
L1PA2	LINE	L1	25.44680532	25.79438725	27.69271421	40.6670279	60.02280628	125.8437774	42.16093174	188.7181109	155.139973
L1PA5	LINE	L1	22.89545479	32.51045805	31.49862927	76.24900341	139.017052	276.118083	85.57068346	274.6377302	282.4227521
L1PA4	LINE	L1	37.20629975	37.1583983	35.38925078	63.09064311	110.7104764	213.123824	67.82345	268.7775284	259.2979997
L1PA7	LINE	L1	50.78359075	58.0842665	46.82529757	83.8249965	166.1160934	266.0284711	92.46751251	349.9288838	370.0985198
L1PA6	LINE	L1	413.8946579	2282.047798	1725.1887	5065.095988	3817.506043	6191.762475	5483.7235	6861.546589	4325.337176
L1PA8	LINE	L1	33.38425783	101.3991638	49.85205716	54.28418964	263.3174166	448.1054666	99.34702572	239.0033746	216.8631075
MER90	LTR	ERV1	46.58472717	31.30003096	25.27877777	31.07590582	34.90785808	14.31885889	6.736621849	5.481980508	6.736566585
L1P4c	LINE	L1	0	0.028661429	0.01855549	0.015083789	0.071821882	0.15800551	0.036680918	0.111404869	0.176222727
MER94	DNA	hAT-Blackjack	35.76818115	41.06499026	26.22020541	33.7357958	33.12910729	21.99352466	18.41143872	25.37542061	34.78324732
MER11A	LTR	ERVK	4.125360152	6.128666013	8.520318809	8.148211675	38.5281114	26.84603352	25.7148198	58.63937842	26.03965563
LTR65	LTR	ERV1	2.074439206	2.467593356	2.4596307	4.037972458	10.72683716	5.886318074	1.540166958	2.920628173	5.570758487
LTR64	LTR	ERV1	3.481565149	4.069179458	3.578671878	2.752759241	10.64234831	8.691209757	3.21653358	6.404059993	3.914759969
LTR1B	LTR	ERV1	19.61395527	76.64164591	51.37334264	58.78763254	14.57712816	3.060403133	1.431921338	8.203287822	1.798847818
LTR1C	LTR	ERV1	26.33046383	25.49553055	19.37153913	51.70091211	11.90430808	3.693210097	1.498266469	1.362902636	0.883655273
LTR1D	LTR	ERV1	80.7313876	68.02598974	28.16731854	28.58086422	8.677492373	8.369406797	1.159856188	1.968310813	3.567128647
LTR1E	LTR	ERV1	1.252781561	4.099995448	6.739818466	7.981059308	3.756161099	2.67133966	1.041323203	1.197193345	0.578561748
LTR1F	LTR	ERV1	0.772355978	2.368333392	3.427907943	3.695144667	1.396726298	3.522468609	0.262766532	2.100727886	1.094140947
LTR62	LTR	ERVL	15.57861805	16.14847316	10.95298883	18.36515289	6.745162675	3.932483008	2.17787707	12.22476542	7.021599794
MER41B	LTR	ERV1	57.86832125	50.15000061	53.02893834	42.24297606	54.58927447	42.53052896	19.21578689	34.88761298	37.78642123
MER5B	DNA	hAT-Charlie	530.8339359	432.2727507	346.5477148	403.6654929	265.8666557	218.4764088	246.4952127	297.002841	282.9543726
MER67A	LTR	ERV1	1.367931176	5.593785831	4.97258576	9.528612153	6.400987771	3.287980088	1.871089612	2.883094124	2.778353018
hAT-N1_Mam	DNA	hAT-Tip100?	2.901065775	2.442688348	1.192222923	1.772959368	4.533518546	3.065220784	0.838255876	2.631682498	4.963448204
LTR69	LTR	ERVL	0.742495607	0.700135809	0.457919459	0.796690926	0.314885226	0.286591627	0.006229214	0.997514434	0.913958308
LTR68	LTR	ERV1	0.417760735	0.230734328	0.165396125	0.376253844	1.304600132	3.218338683	0.726332895	2.422402434	2.437314212
MER5C	DNA	hAT-Charlie	26.70810354	23.38179514	17.32976594	18.08290502	17.43995918	14.51905129	7.007587492	15.06643576	19.65483877
tRNA-His-CAY	tRNA	tRNA	0	0	0	0	0	0	0	0	0
AluSg	SINE	Alu	981.438512	840.1823035	893.2924307	612.6636741	1193.643293	1201.200425	766.6504899	1203.311924	1484.833393
MER70A	LTR	ERVL	8.51644445	5.956241719	5.02581653	12.25618271	9.571312734	8.044451804	2.500992014	9.711582665	5.429721664
Tigger17c	DNA	TcMar-Tigger	3.436681286	3.553407586	2.245867058	3.21859726	5.504578639	10.7299485	4.55181318	6.344463987	8.270786351
LTR10F	LTR	ERV1	4.584578507	13.33017421	13.79036308	6.547890626	7.349048357	4.1652327	3.237905793	7.544106802	2.966663595
LTR24B	LTR	ERV1	2.324223289	2.621746302	1.601737695	2.193411565	8.101518673	3.758715652	2.826234461	3.0645306	3.722319491
LTR24C	LTR	ERV1	1.80105906	2.059538853	1.784440444	2.60100442	6.495017282	6.982198991	3.356467622	5.494359633	6.569121712
L1MD3	LINE	L1	146.7250878	156.5580824	109.7381885	77.61152489	76.98939498	64.73902682	62.12154729	77.1073567	106.2861632
L1MD2	LINE	L1	147.2219286	191.7970694	138.4222956	168.492113	211.3626348	233.0401374	128.5476142	256.3166826	288.0635578
L1MD1	LINE	L1	89.82008297	87.90660657	64.81997955	79.81391118	95.94757511	87.89627722	45.61624921	95.16225966	120.2377682
HERV17-int	LTR	ERV1	49.73046686	96.5472891	157.8074346	81.44213545	132.2059242	46.69325657	34.51928243	32.94194	27.27459606
LTR1C1	LTR	ERV1	41.30472842	23.98924293	19.87044945	14.33856834	3.088755923	1.279180185	0.02793662	0.245326087	0.650918586
LTR1C3	LTR	ERV1	10.4657786	46.26638625	58.24617265	36.6873672	21.96486054	2.999384173	0.004515487	0.493863776	0.035161315
L1P	LINE	L1	0.092603022	0.20608827	0.19808683	0.463307569	1.052696295	1.46875385	0.577728905	1.705812485	1.676047589
MER70B	LTR	ERVL	11.31552186	7.605234012	5.766732938	13.97156243	13.08618703	6.809745147	1.994831829	1.459812895	5.192538967
tRNA-Gly-GGY	tRNA	tRNA	0.380747777	1.685772696	0.945921607	1.081491099	0.698925092	0.195653966	0.119109758	0.160597761	0.56147939
LTR84a	LTR	ERVL	7.862880619	9.082453564	5.224294444	8.427997903	5.406326962	8.215882834	3.598182671	6.282432676	5.196602743
LTR84b	LTR	ERVL	7.944216116	10.40178238	5.764508763	10.12116419	11.01540189	10.56770266	5.119235989	6.599221796	7.559759039
tRNA-Gly-GGG	tRNA	tRNA	0	0.022455565	0.004638873	0.005797294	0.042077594	0.238757785	0.242024409	0.021301881	0.08775142
MLT1G1-int	LTR	ERVL-MaLR	0.701373293	0.959736149	1.103769607	1.711459079	4.346286073	5.492178674	1.045166819	1.382902986	1.130849454
MER77B	LTR	ERVL	39.89578841	21.73396262	20.32303733	27.54995567	23.26815858	20.90403237	8.482399179	14.22800185	20.66031847
MER132	DNA	TcMar-Pogo	0.336391416	0.352360689	0.323705002	0.440364055	0.071571592	0	0	0	0.002455454
Tigger17b	DNA	TcMar-Tigger	0.133326584	0.459927843	0.099614275	0.71310644	1.215713865	0.622743664	0.312214155	0.59372299	0.861898541
L1ME3A	LINE	L1	396.2987068	410.4018275	337.0714533	309.5052535	229.6068144	196.4801302	96.0394419	185.7746688	270.9575605
L1ME3B	LINE	L1	254.0368287	296.5980619	203.5208257	166.4793377	182.5414843	131.1812332	110.8861739	160.3144216	177.7644411
L1ME3C	LINE	L1	125.5352422	87.42798601	56.15025448	42.41645158	47.88381923	38.36352858	19.09851695	78.95437472	86.66381896
L1ME3D	LINE	L1	55.25322906	67.54158155	39.56064215	40.61734191	83.08052503	64.70455543	30.59988638	61.64621647	83.99958867
L1ME3E	LINE	L1	127.7485562	115.2649605	79.24940828	70.45877669	125.8286203	134.1489531	40.74797264	82.99807168	80.53536766
L1ME3F	LINE	L1	90.81360936	74.24555349	56.54786763	47.75943155	68.6281973	65.84405573	47.25973178	64.88930044	74.56444038
L1MA8	LINE	L1	148.1748148	183.5884605	135.4854613	124.7519516	131.1042182	169.6935476	59.91331247	182.269473	190.1102548
LTR25-int	LTR	ERV1	118.5347048	69.04669172	70.09039165	163.447077	308.6781843	178.6934932	269.649443	275.6465785	302.5709473
Tigger1a_Art	DNA	TcMar-Tigger	2.808195518	1.345627901	0.771298447	1.304363924	3.10169718	3.838184901	2.315987933	5.825026066	6.232463371
MER57F	LTR	ERV1	7.509502956	12.11525718	7.829672629	4.912191655	4.768601321	3.855203884	2.039012228	8.352883047	8.375069302
MER57D	LTR	ERV1	0.959206594	1.367149721	1.421379386	2.228892319	3.153180319	3.713626332	1.365648546	5.784578389	6.023227494
MER47C	DNA	TcMar-Tigger	5.31749195	5.265714333	3.686128714	18.18189535	8.825986674	9.139772684	9.637687242	12.80136509	9.280582446
MER47B	DNA	TcMar-Tigger	18.72077918	20.14021671	12.827365	18.77634339	10.8511176	6.367231295	2.098488597	6.451281722	6.745035842
MER47A	DNA	TcMar-Tigger	558.3368749	357.4386595	232.1279172	176.6519967	55.68415128	41.46856911	39.22052183	45.42623454	47.25070125
SVA_D	Other	Other	66.59468431	48.50943044	69.02147984	44.10740262	725.7273574	1670.153611	159.9461726	92.67105494	105.8894393
SVA_E	Other	Other	17.32896099	9.098952332	15.00663974	13.14098895	461.6647501	1179.556783	79.24731026	26.35167294	25.21496731
D20S16	Satellite	Satellite	7.530041385	58.63600702	84.69111242	172.6831762	44.43992159	5.855066806	0.642129314	0.803941017	0.294383285
MER30B	DNA	hAT-Charlie	2.693813783	4.277414672	7.949560494	2.763735125	6.818417585	7.5142304	5.239193078	7.931017421	9.049806791
SVA_A	Other	Other	40.63690525	30.54930554	36.63179096	29.46826655	404.4473517	906.9469228	85.95911296	65.74508076	61.4002999
SVA_B	Other	Other	22.19459512	13.3180203	20.52122992	20.04233882	474.9078132	1120.56875	86.35591212	44.90103839	41.57457798
FAM	SINE	Alu	271.5499577	183.8093081	143.1073537	111.3062118	135.7522176	114.4273965	103.645559	160.4147582	202.7295934
MER89-int	LTR	ERV1	14.58083407	9.002845861	5.88474451	12.68782588	6.264269603	5.025656375	1.899817202	1.734847422	5.411816306
MER90a	LTR	ERV1	9.534660387	18.63893379	16.34707058	20.47363765	20.31588881	12.21437117	5.930707804	20.65372781	16.42034852
MER97a	DNA	hAT-Tip100	2.10740764	1.230884269	0.801917036	0.866756726	1.056959789	3.880095531	1.66231081	2.139480016	0.725372261
tRNA-Thr-ACY_	tRNA	tRNA	0	0	0.022580598	0	0.001218914	0.059723487	0.174669742	0.048841982	0.333860951
X5A_LINE	LINE	CR1	4.36984139	5.948258664	5.631505716	2.717674282	1.125151745	1.152353582	0.541720641	0.737516376	0.633034039
